,Unnamed: 0,latitud,longitud,titulo,tipo_propiedad,precio,moneda,m2,ambientes
426,426,-34.587894,-58.505142,Departamento En Alquiler En Villa Pueyrredón 2 Ambientes,Apartamento,23000.0,COP,43.0,2.0
427,427,-34.609814,-58.385086,Alquiler Depto 1 Amb  Palermo ( Sin Garantia),Apartamento,14000.0,COP,25.0,1.0
428,428,-34.61045,-58.403275,Alquiler  Dueño Directo    Alquiler Con Expensas Incluidas,Apartamento,20600.0,COP,32.0,1.0
429,429,-34.62708,-58.372314,Alquiler - Departamento De 2 Ambientes Muy Amplio Y Luminoso,Apartamento,30000.0,COP,55.0,2.0
430,430,-34.59878,-58.43128,Departamento - Palermo,Apartamento,32000.0,COP,0.0,2.0
431,431,-34.600826,-58.427162,Alquilo Depto1 Ambiente 30 Mt2 + Balcon 5mt2,Apartamento,18000.0,COP,35.0,1.0
432,432,-34.60226,-58.406178,Dueño Alquila Excente Derto 2 Amb Apto Profe O Vivienda,Apartamento,26000.0,COP,30.0,2.0
433,433,-34.591225,-58.406048,Departamento De 2 Amb. Totalmente Equipado En Recoleta,Apartamento,3900.0,COP,38.0,2.0
434,434,-34.58058,-58.41442,Departamento - Alquiler- 3 Ambientes- Palermo - Amenities,Apartamento,1500.0,USD,110.0,3.0
435,435,-34.603683,-58.381557,Departamento - Centro (capital Federal),Apartamento,18000.0,COP,42.0,1.0
436,436,-34.57072,-58.44753,Palpa 2500 2 Ambientes Con Cochera Y Baulera,Apartamento,30000.0,COP,48.0,2.0
437,437,-34.589413,-58.387478,"Alquiler De Departamento 3 Ambientes En Recoleta, Capital Federal (1938)",Apartamento,90000.0,COP,130.0,3.0
438,438,-34.581688,-58.425735,Departamento Palermo,Apartamento,2300.0,COP,45.0,2.0
439,439,-34.579834,-58.41388,"Departamento Amoblado En Edificio Con Piscina, Laundry Y Gym",Apartamento,36000.0,COP,42.0,2.0
440,440,-34.580948,-58.47358,Depto 2 Amb Luminoso C/patio. Baño Y Lavadero A Estrenar,Apartamento,34000.0,COP,52.0,2.0
441,441,-34.600685,-58.398743,Excelente  Mono-ambiente - Disponible. Se Puede Visitar,Apartamento,1500.0,COP,22.0,1.0
442,442,-34.600685,-58.398743,Excelente Mono-ambiente 24.000 + Electricidad. Disponible,Apartamento,24000.0,COP,22.0,1.0
443,443,-34.614395,-58.418472,"Excelente 3 Amb. 2 Bañ, Piscina, Seguridad, Cocina Separada",Apartamento,38000.0,COP,63.0,3.0
444,444,-34.60299,-58.425,Departamento De 4 Amb. Con Dependencias Toda Luz Y Confort,Apartamento,55000.0,COP,110.0,4.0
445,445,-34.5593,-58.444508,Dueño Alquila 2 Amb 97 Mts Con Cochera,Apartamento,1500.0,USD,97.0,2.0
446,446,-34.622665,-58.430584,Hermoso Dpto Caballito 2 Ambiente La Mejor Zona,Apartamento,19000.0,COP,38.0,2.0
447,447,-34.577347,-58.42418,Depto Amueblado 2 Amb En La Mejor Zona De Palermo,Apartamento,450.0,USD,34.0,2.0
448,448,-34.574207,-58.43704,2 Amb Amoblado En Belgrano,Apartamento,27900.0,COP,46.0,2.0
449,449,-34.59071,-58.408012,Depto 2 Amb. Muy Amplio B. Norte,Apartamento,23000.0,COP,45.0,2.0
450,450,-34.585648,-58.419384,Depto 2 Amb. Balcón. Botánico. Alquilo,Apartamento,28000.0,COP,50.0,2.0
451,451,-34.574997,-58.422146,Departamento - Alquiler- 3 Ambientes- Palermo - Amenities,Apartamento,120000.0,COP,100.0,3.0
452,452,-34.63348,-58.50801,Departamento 1 Ambiente Amoblado,Apartamento,19900.0,COP,37.0,1.0
453,453,-34.6215,-58.41634,Habitacion En Buenos Aires Capital Sin Garantia Dueño Caba,Apartamento,8800.0,COP,100.0,5.0
454,454,-34.581745,-58.414673,Alquiler Temporario Depto. 2 Ambientes Palermo Frente Balcon,Apartamento,32900.0,COP,52.0,2.0
455,455,-34.61993,-58.43894,Hermoso 2 Ambientes Amplio Luminoso Frente En Excelente Zona,Apartamento,27500.0,COP,45.0,2.0
456,456,-34.620728,-58.39495,Depto 2 Amb  En Alquiler - Carlos Calvo Al 2000,Apartamento,23000.0,COP,42.8,2.0
457,457,-34.594635,-58.40755,Dueño Alquila Temporario Gastos Incluidos 1 Amb Palermo Caba,Apartamento,25500.0,COP,24.0,1.0
458,458,-34.61609,-58.39065,Departamento En Alquiler Monoambiente Capital Federal,Apartamento,15000.0,COP,25.0,1.0
459,459,-34.563164,-58.475227,Departamento 3 Ambientes Coghlan Alquiler Temporal,Apartamento,42000.0,COP,71.0,3.0
460,460,-34.577686,-58.40293,Departamento - Palermo Chico,Apartamento,1200.0,USD,94.0,0.0
461,461,-34.58273,-58.42355,Thames Al 2300 2amb Baño Y Toillete Torre Con Amenities,Apartamento,45000.0,COP,52.0,2.0
462,462,-34.6185,-58.465656,Alquilo Departamento 3 Ambientes Muy Luminoso Zona Flores,Apartamento,25500.0,COP,47.0,3.0
463,463,-34.644253,-58.4243,Alquiler Dto 2 Amb Centro Nueva Pompeya,Apartamento,24000.0,COP,35.0,2.0
464,464,-34.564648,-58.437386,Departamento Alquiler Belgrano Las Cañitas 2 Amb Migueletes,Apartamento,21000.0,COP,40.0,2.0
465,465,-34.58923,-58.44737,Departamento Alquiler Chacarita Leiva 4000 2 Ambientes B/exp,Apartamento,20000.0,COP,35.0,2.0
466,466,-34.5948,-58.392807,Dueño Directo Alquila Calido Depto En Recoleta,Apartamento,30000.0,COP,25.0,2.0
467,467,-34.583378,-58.427917,Alquiler Temporal Palermo Soho Monoambiente Balcon!,Apartamento,28000.0,COP,35.0,1.0
468,468,-34.59561,-58.39266,Alquiler Excelente Departamento 3 Dormitorios En Recoleta,Apartamento,70000.0,COP,153.0,5.0
469,469,-34.599445,-58.43001,Departamento - Almagro,Apartamento,16000.0,COP,33.0,1.0
470,470,-34.618572,-58.37386,Aquilo Departamento Loft Sin Comisión Dueño Directo San Telm,Apartamento,47000.0,COP,90.0,2.0
471,471,-34.59386,-58.40094,Alquiler Departamento 2 Ambientes Larrea 1200 Recoleta,Apartamento,25000.0,COP,30.0,2.0
472,472,-34.669643,-58.47759,Alquilo Departamento Amueblado,Apartamento,8550.0,COP,33.0,1.0
473,473,-34.572342,-58.43303,Depto En Alquiler Temporario,Apartamento,38000.0,COP,60.0,2.0
474,474,-34.577114,-58.436085,Alquiler Temporario Departamento 2 Ambientes En Palermo,Apartamento,45000.0,COP,50.0,2.0
475,475,-34.60578,-58.425526,Alq.temporario Edificio Tempora Frente Hospital Italiano,Apartamento,1400.0,COP,24.0,1.0
476,476,-34.56189,-58.46104, Departamento De 1 Ambiente En Belgrano,Apartamento,15000.0,COP,20.0,1.0
477,477,-34.581463,-58.426407,Dueño Alquila Monoambiente En Palermo Sin Garantía ,Apartamento,25000.0,COP,30.0,1.0
478,478,-34.580204,-58.408684,Alquiler Monambiente 38 Metros - Palermo  - Dueño Directo,Apartamento,24950.0,COP,38.0,1.0
479,479,-34.584385,-58.399216,Lindisimo Monoambiente En Pagano Y Tagle Muy Luminoso,Apartamento,18500.0,COP,30.0,1.0
480,480,-34.619408,-58.440567,Luminoso Monoambiente Caballito Primera Junta Inmobiliaria,Apartamento,18500.0,COP,33.0,1.0
481,481,-34.603848,-58.3784,Obelisco  Av Corriente Ideal Estudiante T Incluido No Wi Fi,Apartamento,23000.0,COP,38.0,1.0
482,482,-34.564465,-58.46939,Departamento En Alquiler 3 Ambientes Frente,Apartamento,30000.0,COP,60.0,3.0
483,483,-34.568516,-58.45332,"3 Ambientes En Excelente Ubicación, En El Barrio De Belgrano",Apartamento,30000.0,COP,0.0,3.0
484,484,-34.604324,-58.409306,Departamento En Alquiler Temporal En Abasto,Apartamento,39000.0,COP,35.0,1.0
485,485,-34.55565,-58.450565,Av.libertador Y Olazabal - Fleni Icba Fleming Alcla,Apartamento,1488.0,COP,75.0,2.0
486,486,-34.55199,-58.453457,Av. Libertador Y Ugarte Fleni Ulme Sagrada Familia Eneri,Apartamento,1488.0,COP,43.0,2.0
487,487,-34.603146,-58.390724,"Departamento De Tres Ambientes,apto Profesional. Tribunales.",Apartamento,27000.0,COP,58.0,3.0
488,488,-34.559868,-58.464775,Dueño Alquila Monoambiente Para Oficina O Vivienda.,Apartamento,180.0,USD,40.0,1.0
489,489,-34.59409,-58.39989,Departamento Premiun En Recoleta En Alquiler,Apartamento,49000.0,COP,45.0,1.0
490,490,-34.56599,-58.435234,Alquiler Departamento 2 Ambientes En Cañitas,Apartamento,20000.0,COP,38.0,2.0
491,491,-34.594727,-58.385998,Dueño Alquila 2 Ambiente | Impecable Estado | Seguridad,Apartamento,23000.0,COP,33.0,2.0
492,492,-34.635822,-58.4024,Espectacular Penthouse Triplex 3 Dorm Y 3 Baños Con Piscina,Apartamento,78000.0,COP,125.0,4.0
493,493,-34.61558,-58.361973,"Departamento  En Alquiler Ubicado En Puerto Madero, Capital Federal",Apartamento,52000.0,COP,62.0,2.0
494,494,-34.61319,-58.363293,"Departamento  En Alquiler Ubicado En Puerto Madero, Capital Federal",Apartamento,176000.0,COP,142.0,4.0
495,495,-34.61558,-58.361973,"Departamento  En Alquiler Ubicado En Puerto Madero, Capital Federal",Apartamento,140000.0,COP,108.0,3.0
496,496,-34.570656,-58.434284,Depto. En Alquiler Temporario En Las Cañitas,Apartamento,40000.0,COP,37.0,1.0
497,497,-34.568726,-58.462482,"3 Ambientes Belgrano R Amoblado Y Equipado, Dueño Directo",Apartamento,65000.0,COP,62.0,3.0
498,498,-34.59724,-58.396294,Alquiler Temporario Studio  En Recoleta,Apartamento,30000.0,COP,41.0,1.0
499,499,-34.578377,-58.423454,Palermo - 3 Amb Pequeño Patio Y Balcón,Apartamento,27000.0,COP,54.0,3.0
500,500,-34.60577,-58.425495,Alquiler Temporario Hospital Italiano. Monoambiente,Apartamento,1500.0,COP,20.0,1.0
501,501,-34.589607,-58.41149,Alquiler Departamento 3 Ambientes Con Balcon Y Cochera En Torre De Categoria Palermo,Apartamento,135000.0,COP,87.0,3.0
502,502,-34.59554,-58.440765,Departamento En Alquiler Villa Crespo Monoambiente,Apartamento,14000.0,COP,18.0,1.0
503,503,-34.613613,-58.386112,Alquiler Temporal Buenos Aires Capital Favaloro Centro X Dia,Apartamento,1713.0,COP,57.0,1.0
504,504,-34.60079,-58.371918,Departamento Para. Alquiler Temporal Amoblado Centro,Apartamento,23500.0,COP,34.0,1.0
505,505,-34.61592,-58.362747,Exclusivos Apartamentos Temporarios En Puerto Madero,Apartamento,650.0,USD,40.0,2.0
506,506,-34.601448,-58.466984,"Paternal 2 Ambientes - Luminoso, Comodo - Dueño - Bajas Exp",Apartamento,20000.0,COP,34.0,2.0
507,507,-34.599575,-58.40158,Alquilo Departamento Equipado Recoleta Impuestos Incluidos,Apartamento,30000.0,COP,35.0,1.0
508,508,-34.590755,-58.416466,Alquiler Departamento De 2 Ambientes Amoblado En Palermo ,Apartamento,35900.0,COP,43.0,2.0
509,509,-34.627777,-58.42637,Departamento 3 Ambientes Con Cochera,Apartamento,50000.0,COP,96.0,3.0
510,510,-34.624542,-58.375988,"Studio Deluxe Ii, En San Telmo !!!",Apartamento,33000.0,COP,33.0,1.0
511,511,-34.60982,-58.392605,Alquiler Monoambiente Temporario En Bs As,Apartamento,29000.0,COP,21.0,1.0
512,512,-34.59507,-58.384552,"Reservado////dño Dir // Exc. Y Gran Ambiente, Cocina Y Baño",Apartamento,22000.0,COP,34.0,1.0
513,513,-34.610405,-58.426548,2 Ambientes | Bartolome Mitre Al 4200,Apartamento,18000.0,COP,35.0,2.0
514,514,-34.58336,-58.435417,Departamento - Palermo Hollywood,Apartamento,28000.0,COP,44.0,1.0
515,515,-34.545002,-58.459763,Alquilo 1 Ambiento Sobre Av. Libertador,Apartamento,16000.0,COP,30.0,1.0
516,516,-34.552418,-58.459446,Departamento 3 Ambientes En Alquiler En Nuñez,Apartamento,48000.0,COP,70.0,3.0
517,517,-34.572372,-58.442795,"Hermoso Ambiente, A Metros De Av. Santa Fe Y Av. Córdoba!",Apartamento,19000.0,COP,28.0,1.0
518,518,-34.542583,-58.47426,Dpto 2 Amb Saavedra Impecable Estado Inmejorable Ubicación,Apartamento,24500.0,COP,33.0,2.0
519,519,-34.585514,-58.393734,Levene 900. Piso  Inmejorable Vista Abierta A Plaza Francia,Apartamento,1400.0,USD,180.0,5.0
520,520,-34.594723,-58.44429,Departamento - Villa Crespo,Apartamento,39000.0,COP,120.0,4.0
521,521,-34.595165,-58.42843,Departamento - Palermo,Apartamento,26000.0,COP,43.0,2.0
522,522,-34.573704,-58.432095,Dpto 3 Amb Las Cañitas.  Palermo. Precio Con Gastos Incluid,Apartamento,43000.0,COP,72.0,3.0
523,523,-34.586323,-58.387238,"Alquiler Dep 2 Amb Muy Luminoso, Recoleta Av. Libertador .",Apartamento,27000.0,COP,40.0,2.0
524,524,-34.555134,-58.453568,"Monoambiente En La Mejor Zona De Belgrano,",Apartamento,17800.0,COP,20.0,1.0
525,525,-34.599266,-58.378212,Departamento 2 Ambientes Luminoso Alquiler O Venta Dueño,Apartamento,26000.0,COP,46.0,2.0
526,526,-34.58129,-58.42734,"Dueño Alquila,monoambiente ,palermo Soho,apto Profesional",Apartamento,28000.0,COP,42.0,1.0
527,527,-34.628613,-58.37209,Hermoso Monoambiente A Estrenar Con Amenities,Apartamento,23000.0,COP,37.0,1.0
528,528,-34.606678,-58.43046,Alquiler Departamento 2 Ambientes Almagro,Apartamento,19500.0,COP,31.0,2.0
529,529,-34.599083,-58.379124,Departamento De 2 Ambientes. Muy Luminoso. Cerca De Retiro.,Apartamento,30000.0,COP,44.0,2.0
530,530,-34.626717,-58.468517,Monoambiente Flores Pileta Gym Luminoso Apto Profesional,Apartamento,18000.0,COP,36.0,1.0
531,531,-34.606075,-58.362976,River View 3 Ambientes En Alquiler En Puerto Madero,Apartamento,150000.0,COP,125.0,3.0
532,532,-34.61118,-58.424526,Departamento - Almagro,Apartamento,16000.0,COP,26.0,1.0
533,533,-34.597816,-58.5062,Departamento En Alquiler Villa Devoto Con 1 Ambiente,Apartamento,25000.0,COP,33.0,1.0
534,534,-34.60982,-58.392605,Alquiler Temporario Departamento Premium Capital Federal,Apartamento,2500.0,COP,45.0,2.0
535,535,-34.61401,-58.435616,Alquiler - Caballito Norte-dr Eleodoro Lobos Al 200 - 2 Amb Lateral De 29 M2,Apartamento,16200.0,COP,29.0,2.0
536,536,-34.587254,-58.407597,Depto 2 Ambientes Completamente Amoblado. Zona De Palermo.,Apartamento,40000.0,COP,60.0,2.0
537,537,-34.55842,-58.468174,Dueño Alquila Departamento 2 Ambientes,Apartamento,29000.0,COP,47.0,2.0
538,538,-34.550755,-58.475883,Dueño Alquila Depaftamento A Estrenar 2amb Saavedra,Apartamento,31000.0,COP,44.0,2.0
539,539,-34.60335,-58.398396,Departamento En Alquiler Temporario Capital  - Uriburu 500,Apartamento,1200.0,COP,25.0,1.0
540,540,-34.584797,-58.407127,Alquiler Temporario Departamento 2 Ambientes En Recoleta,Apartamento,45000.0,COP,44.0,2.0
541,541,-34.598915,-58.376884,Departamento De 1 Ambiente - Zona Retiro,Apartamento,30000.0,COP,39.0,1.0
542,542,-34.59794,-58.44057,3 Amb De Diseño. Aquiler Por Día Semana O Mes,Apartamento,3000.0,COP,68.0,3.0
543,543,-34.60006,-58.37822,Alquilo Depdepartamento En Microcentro ,Apartamento,24000.0,COP,40.0,2.0
544,544,-34.598103,-58.442806,Depto 2 Amb. C/balcón Temporal - Villa Crespo,Apartamento,36000.0,COP,40.0,2.0
545,545,-34.594322,-58.399006,Luminoso Y Comodísimo Depto Excelente Ubicación En Recoleta,Apartamento,65000.0,COP,73.0,4.0
546,546,-34.597572,-58.403553,"Departamento  En Alquiler Ubicado En Recoleta, Capital Federal",Apartamento,27900.0,COP,40.0,1.0
547,547,-34.57022,-58.43404,Alq 3 Amb Las Cañitas. Muy Luminoso.excelente Ubicacion,Apartamento,42000.0,COP,60.0,3.0
548,548,-34.624916,-58.36421,"Monoambiente Grande, A Estrenar. Amplio Y Comodo.",Apartamento,16000.0,COP,35.0,1.0
549,549,-34.604298,-58.412853,Departamento Amoblado Con Patio Almagro Todo Incluido,Otro inmueble,34990.0,COP,45.0,
550,550,-34.638477,-58.506973,Dueño Alquila Monoambientecon Balcon Al Frente Impecable!,Apartamento,18000.0,COP,30.0,1.0
551,551,-34.635647,-58.475407,Departamento - Floresta,Apartamento,29000.0,COP,63.0,3.0
552,552,-34.567463,-58.449963,Departamento 3 Ambientes Balcón Dependencia Piso 1 Excelente,Apartamento,36000.0,COP,66.0,3.0
553,553,-34.611958,-58.379314,"Alquilo Depto 5 Amb 2 Baños Estudio, Interno Centro",Apartamento,40000.0,COP,80.0,5.0
554,554,-34.61001,-58.37779,"Alquilo Loft, 2 Dormitorios. Amoblado Y Equipado Para 4.",Apartamento,25000.0,COP,58.0,3.0
555,555,-34.591896,-58.399986,Dos Ambientes Amoblado En Larrea Y Juncal,Apartamento,24000.0,COP,36.0,2.0
556,556,-34.549664,-58.46739,Terraza Propia- Dos Ambientes Amoblado,Apartamento,85000.0,COP,130.0,2.0
557,557,-34.550392,-58.467705,Lujoso Studio Amoblado,Apartamento,45000.0,COP,33.0,1.0
558,558,-34.59687,-58.413048,Dos Ambientes Amoblado En Torre,Apartamento,40000.0,COP,45.0,2.0
559,559,-34.587795,-58.386696,En Venta Ideal Renta Temporal.,Apartamento,145000.0,USD,30.0,1.0
560,560,-34.587795,-58.386696,En Venta Ideal Renta Temporal.,Apartamento,600.0,USD,30.0,1.0
561,561,-34.58162,-58.4318,Palermo Hollywood 3 Amb Amoblados Luminoso Vista,Apartamento,60000.0,COP,55.0,3.0
562,562,-34.60317,-58.516335,Alquiler Departamento 3 Amb. Villa Devoto C/ Jardin Lavadero,Apartamento,330.0,USD,100.0,3.0
563,563,-34.598118,-58.38778,Departamento - Palermo,Apartamento,30000.0,COP,58.0,3.0
564,564,-34.58695,-58.394688,Dueño Alquila Dto 3 Amb Al Frente En Recoleta,Apartamento,36900.0,COP,55.0,3.0
565,565,-34.578064,-58.426533,Terrazas Del Polo Excelente Duplex 100 M² Terraza Propia C/ Coch Precio Paquete ,Apartamento,125000.0,COP,100.0,2.0
566,566,-34.583755,-58.443695,Venta Departamento Retasado 1 Ambiente C/terraza Palermo Renta Anticipada,Apartamento,148747.0,USD,62.8,1.0
567,567,-34.617718,-58.362057,Departamento En Alquiler 2 Suites. Amoblado Y Equipado !!,Apartamento,300000.0,COP,135.0,3.0
568,568,-34.609364,-58.362904,"Renoir, Piso Completo 4 Suites Y Dependencia !!",Apartamento,9500.0,USD,408.0,5.0
569,569,-34.615437,-58.362144,Alquiler Amoblado !,Apartamento,89000.0,COP,60.0,2.0
570,570,-34.610233,-58.362686,Los Molinos !! Venta O Alquiler,Apartamento,1800.0,USD,176.0,3.0
571,571,-34.617718,-58.362057,Piso Alto En Alquiler 3 Suites Con Dependencia !!,Apartamento,450000.0,COP,205.0,4.0
572,572,-34.617992,-58.36188,Sls Alquiler 3 Suites Y Dependencia !!,Apartamento,5000.0,USD,253.0,4.0
573,573,-34.596855,-58.442318,Mulieris Alquiler 2 Suites !!,Apartamento,2500.0,USD,153.0,3.0
574,574,-34.613007,-58.360157,Chateau 2 Dormitorios Con Dependencia Alquiler !,Apartamento,190000.0,COP,158.0,3.0
575,575,-34.605644,-58.506813,2 Amb Muy Lumin Lateral - Con 42 M2 Cub Chivilcoy Y Tinogast,Apartamento,19500.0,COP,42.0,2.0
576,576,-34.617992,-58.36188,"Sls Alquiler, 3 Suites Y Dependencia, 2 Cocheras !",Apartamento,4000.0,USD,185.0,4.0
577,577,-34.570843,-58.433064,Quartier Del Polo! Alquiler 2 Dormitorios,Apartamento,900.0,USD,75.0,3.0
578,578,-34.62061,-58.441875,Departamento - Caballito,Apartamento,48000.0,COP,102.0,4.0
579,579,-34.583755,-58.443695,Venta Departamento 1 Amb Estudio 40% Anticipo + Cuotas Renta Anticipada Palermo,Apartamento,95878.0,USD,34.5,1.0
580,580,-34.60006,-58.378925,"1 Ambiente Divisible, A 1 Cuadra De Córdoba !!!",Apartamento,15000.0,COP,30.0,1.0
581,581,-34.609394,-58.362526,Renoir 1. Alquiler 2 Dormitorios !,Apartamento,2500.0,USD,144.0,3.0
582,582,-34.613987,-58.36178,La Porteña. Alquiler 1 Suite!,Apartamento,1900.0,USD,118.0,3.0
583,583,-34.609974,-58.361286,Renoir 2. Alquiler 3 Dormitorios !,Apartamento,3100.0,USD,168.0,4.0
584,584,-34.617718,-58.362057,Alvear Tower. Alquiler 2 Suites !!,Apartamento,3300.0,USD,131.0,3.0
585,585,-34.617718,-58.362057,Renoir Alquiler 3 Suites !!,Apartamento,3200.0,USD,180.0,4.0
586,586,-34.61328,-58.362495,Alquiler Triplex Terraza Propia La Porteña !!,Apartamento,3000.0,USD,269.0,4.0
587,587,-34.583755,-58.443695,Venta Departamento 1 Amb Con Renta Anticipada Palermo Hollywood,Apartamento,90957.0,USD,34.5,1.0
588,588,-34.61328,-58.362495,La Porteña. Alquiler 1 Dormitorio !!,Apartamento,1300.0,USD,88.0,2.0
589,589,-34.610428,-58.361706,"Madero Center, Alquiler 2 Dormitorios !!",Apartamento,300000.0,COP,216.0,3.0
590,590,-34.617775,-58.359653,Alquiler 1 Dormitorio. Apto Profesional !!,Apartamento,415000.0,USD,67.0,2.0
591,591,-34.617718,-58.362057,"Sls Lux Tower , 2 Ambientes Alquiler.",Apartamento,2800.0,USD,113.0,2.0
592,592,-34.583755,-58.443695,Venta Departamento 1 Amb C/amenities Renta Anticipada  Palermo,Apartamento,111801.0,USD,33.8,1.0
593,593,-34.614803,-58.362217,Penthouse Alquiler Faena,Apartamento,10000.0,USD,330.0,3.0
594,594,-34.5592,-58.457737,Vuelta De Obligado Y Olazabal,Apartamento,25000.0,COP,45.0,2.0
595,595,-34.589535,-58.447197,Excelente Departamento 3 Ambientes Ubicado En Colegiales.,Apartamento,32000.0,COP,59.0,3.0
596,596,-34.583755,-58.443695,Venta Departamento 1 Amb C/amenities Renta Anticipada Palermo Hollywood,Apartamento,104222.0,USD,34.5,1.0
597,597,-34.647095,-58.49539,Departamento - Mataderos,Apartamento,18000.0,COP,0.0,2.0
598,598,-34.62995,-58.40581,Departamento 2 Amb - Parque Patricios,Apartamento,26000.0,COP,40.0,2.0
599,599,-34.583755,-58.443695,Venta Monoambiente Renta Anticipada En  Palermo,Apartamento,111211.0,USD,34.2,1.0
600,600,-34.558086,-58.448456,Dos Ambientes Luminosos C Lavadero A 1 Cuadra Bcas Belgrano,Apartamento,22000.0,COP,40.0,2.0
601,601,-34.616844,-58.500107,"Departamento 2 Ambientes Lateral, Muy Luminoso.",Apartamento,18000.0,COP,35.0,2.0
602,602,-34.592903,-58.377,3 Amb. C/ Balcon Vista Abierta En Retiro,Apartamento,30000.0,COP,64.0,3.0
603,603,-34.61645,-58.367146,Departamento - Puerto Madero,Apartamento,40000.0,COP,47.0,1.0
604,604,-34.591343,-58.406536,Departamentos Alquiler Barrio Norte,Apartamento,22000.0,COP,40.0,1.0
605,605,-34.566128,-58.433876,"Duplex Con 2 Terrazas, 2 Habitaciones, Piscina En Cañitas",Apartamento,1000.0,USD,150.0,4.0
606,606,-34.5806,-58.46038,Hermoso Duplex Super Luminoso En Colegiales,Apartamento,23000.0,COP,37.0,2.0
607,607,-34.55486,-58.43764,Departamento Piso  - Palermo  Ramsay 1800  Ultimo Piso Vista Abierta  2 Dorm En Suite  Sum Pileta,Apartamento,170000.0,COP,120.0,3.0
608,608,-34.63755,-58.371555,Departamento 3 Ambientes Barracas Alquiler,Apartamento,30000.0,COP,65.0,3.0
609,609,-34.619087,-58.392574,"Acepta Mascota 1 Amb, Calle Eeuu 1861 Casi Av. Entre Rios,",Apartamento,16500.0,COP,30.0,1.0
610,610,-34.598396,-58.378227,"Dos Ambientes En Alquiler Piso Alto Barrio Norte, Capital Federal",Apartamento,24000.0,COP,35.0,2.0
611,611,-34.62171,-58.42507,Av. Independencia 4200 - Alquiler 2 Amb Amoblado - Valor Paquete Todo Incluido,Apartamento,33000.0,COP,0.0,2.0
612,612,-34.59925,-58.388306,Departamento - Recoleta,Apartamento,29000.0,COP,82.0,3.0
613,613,-34.563816,-58.45121,Departamento - Belgrano,Apartamento,266000.0,COP,139.0,3.0
614,614,-34.578064,-58.426533,Alquiler Temporario Enpalermo,Apartamento,40000.0,COP,40.0,2.0
615,615,-34.597576,-58.403553,Departamento 2 Ambientes-excelente  Ubicacion-zona Facultade,Apartamento,19000.0,COP,35.0,2.0
616,616,-34.57513,-58.498142,Amplio 1 Amb Al Frente Con Balcón. ,Apartamento,18000.0,COP,35.0,1.0
617,617,-34.568577,-58.49028,Hermoso 1 Amb  Cfte Balcon Tza!!! Edif Con Piscina ,Apartamento,21000.0,COP,38.0,1.0
618,618,-34.5691,-58.485676,S/piso 2amb Frente Y Cfte 2 Balcones Lavadero.  ,Apartamento,26500.0,COP,45.0,2.0
619,619,-34.59123,-58.422325,"Gascón Y Costa Rica- 1 Amb En L De 46 M2, Balcón- Alquiler Palermo",Apartamento,25000.0,COP,46.0,1.0
620,620,-34.59657,-58.421425,Departamento En Alquiler En Palermo,Apartamento,38000.0,COP,45.0,2.0
621,621,-34.55932,-58.445477,Alquiler Departamento 2 Ambientes + Cochera - Belgrano,Apartamento,55000.0,COP,57.0,2.0
622,622,-34.609844,-58.366238,Departamento Apto Profesional En Alquiler En Puerto Madero. Al Frente.,Apartamento,78000.0,COP,82.0,1.0
623,623,-34.609844,-58.366238,Departamento/oficina En Alquiler En Puerto Madero. Al Frente Con Vista A La Ciudad.,Oficina,78000.0,COP,82.0,1.0
624,624,-34.575363,-58.439495,Monoambiente | Ciudad De La Paz Al 100,Apartamento,16800.0,COP,33.0,1.0
625,625,-34.575363,-58.439495,Monoambiente | Ciudad De La Paz Al 100,Apartamento,16800.0,COP,33.0,1.0
626,626,-34.621548,-58.410652,Alquiler Monoambiente 4º Piso Frente Con Balcón Boedo,Apartamento,18500.0,COP,32.0,1.0
627,627,-34.613007,-58.360157,Venta Departamento 3 Amb Puerto Madero,Apartamento,190000.0,COP,145.0,3.0
628,628,-34.6247,-58.408188,Alquilo Monoambiente De 35 Metros. ,Apartamento,18500.0,COP,35.0,1.0
629,629,-34.574665,-58.453484,Freire 1055 - Colegiales - Monoambiente   Balcón | 35 Mtrs Totales,Apartamento,21000.0,COP,35.0,1.0
630,630,-34.574093,-58.48834,Amplio Dto 2 Amb Con Balcón Al Frente - Villa Urquiza,Apartamento,25000.0,COP,45.0,2.0
631,631,-34.592583,-58.409798,Alquiler 3 Ambientes Con Dependencia En Palermo,Apartamento,33000.0,COP,66.0,3.0
632,632,-34.547153,-58.464634,Departamento - Nuñez,Apartamento,23000.0,COP,0.0,2.0
633,633,-34.579914,-58.41597,2 Ambientes Alquiler Vista Toda Verde Al Zoologico- Barrio Norte,Apartamento,24000.0,COP,40.0,2.0
634,634,-34.612217,-58.36023,Le Parc. Alquiler 3 Ambientes Amoblado !,Apartamento,2200.0,USD,130.0,3.0
635,635,-34.604565,-58.392994,Imperdible Monoambiente Al Frente Con Balcon,Apartamento,16000.0,COP,43.0,1.0
636,636,-34.612762,-58.434715,Departamento - Caballito,Apartamento,25000.0,COP,37.0,2.0
637,637,-34.59881,-58.378403,Departamento 2 Amb Microcentro Esmeralda Esq Córdoba,Apartamento,22900.0,COP,40.0,2.0
638,638,-34.62556,-58.445545,Caballito - Semipiso Monoambiente Con Balcón- Sin Muebles- Alquiler Temporario- Sin Garantía,Apartamento,25000.0,COP,35.0,1.0
